Timestamp,Latitude,Longitude
2025/3/18 - 16:16:29,49.38539683333333,1.070224
2025/3/18 - 16:16:31,49.38538783333333,1.0702598333333333
2025/3/18 - 16:16:33,49.385378833333334,1.0702909999999999
2025/3/18 - 16:16:35,49.3853705,1.0703276666666666
2025/3/18 - 16:16:37,49.3853585,1.0703645
2025/3/18 - 16:16:39,49.38534166666667,1.0703866666666666
2025/3/18 - 16:16:41,49.385321833333336,1.0704016666666667
2025/3/18 - 16:16:43,49.38530133333333,1.0704248333333333
2025/3/18 - 16:16:45,49.385279,1.0704368333333334
2025/3/18 - 16:16:47,49.38525583333333,1.0704523333333333
2025/3/18 - 16:16:49,49.385236166666665,1.0704628333333333
2025/3/18 - 16:17:4,49.3852025,1.0704926666666668
2025/3/18 - 16:17:6,49.38520233333333,1.0704933333333333
2025/3/18 - 16:17:8,49.385188166666666,1.0705016666666667
2025/3/18 - 16:17:10,49.38516883333333,1.0705149999999999
2025/3/18 - 16:17:12,49.38514583333333,1.0705328333333333
2025/3/18 - 16:17:14,49.3851255,1.0705471666666666
2025/3/18 - 16:17:16,49.38510516666667,1.0705628333333332
2025/3/18 - 16:17:18,49.385085333333336,1.0705843333333334
2025/3/18 - 16:17:20,49.38506666666667,1.0706038333333334
2025/3/18 - 16:17:22,49.3850475,1.0706253333333333
2025/3/18 - 16:17:24,49.38503016666667,1.0706478333333334
2025/3/18 - 16:17:26,49.38501933333333,1.0706769999999999
2025/3/18 - 16:17:28,49.385011,1.0707151666666666
2025/3/18 - 16:17:30,49.38500666666667,1.070753
2025/3/18 - 16:17:32,49.38500366666667,1.0707865
2025/3/18 - 16:17:34,49.385003833333336,1.0708246666666668
2025/3/18 - 16:17:36,49.38500333333333,1.070859
2025/3/18 - 16:17:38,49.38500066666666,1.0708948333333332
2025/3/18 - 16:17:40,49.38500616666666,1.0709343333333332
2025/3/18 - 16:17:42,49.385017166666664,1.070971
2025/3/18 - 16:17:44,49.3850315,1.0709933333333332
2025/3/18 - 16:17:46,49.38504233333333,1.0710103333333334
2025/3/18 - 16:17:48,49.385059,1.0710318333333333
2025/3/18 - 16:17:50,49.38507633333333,1.0710553333333332
2025/3/18 - 16:17:52,49.38509216666667,1.0710843333333333
2025/3/18 - 16:17:54,49.385104166666665,1.0711135
2025/3/18 - 16:17:56,49.385115166666665,1.0711438333333334
2025/3/18 - 16:17:58,49.3851305,1.0711741666666668
2025/3/18 - 16:18:0,49.385143,1.0711998333333332
2025/3/18 - 16:18:2,49.3851515,1.0712208333333333
2025/3/18 - 16:18:4,49.38515916666667,1.0712423333333334
2025/3/18 - 16:18:6,49.385167,1.0712575
2025/3/18 - 16:18:8,49.385176666666666,1.0712721666666667
2025/3/18 - 16:18:10,49.38518966666667,1.0712843333333333
2025/3/18 - 16:18:12,49.385202166666666,1.0712915
2025/3/18 - 16:18:14,49.38520583333333,1.0713006666666667
2025/3/18 - 16:18:16,49.38521933333333,1.0712956666666666
2025/3/18 - 16:18:18,49.385235333333334,1.0712873333333333
2025/3/18 - 16:18:20,49.38525933333333,1.0712656666666667
2025/3/18 - 16:18:22,49.3852815,1.071248
2025/3/18 - 16:18:24,49.38530133333333,1.0712343333333334
2025/3/18 - 16:18:26,49.385321166666664,1.0712201666666668
2025/3/18 - 16:18:28,49.385345,1.0711961666666667
2025/3/18 - 16:18:30,49.38537516666667,1.0711798333333333
2025/3/18 - 16:18:32,49.38538883333333,1.0711616666666666
2025/3/18 - 16:18:34,49.38539983333333,1.0711446666666666
2025/3/18 - 16:18:36,49.385414,1.0711263333333334
2025/3/18 - 16:18:38,49.385424,1.0711141666666666
2025/3/18 - 16:18:41,49.38544366666667,1.0710985
2025/3/18 - 16:18:43,49.38547,1.0710745
2025/3/18 - 16:18:45,49.385502333333335,1.0710435
2025/3/18 - 16:18:47,49.385515,1.0710166666666667
2025/3/18 - 16:18:49,49.385518499999996,1.0709873333333333
2025/3/18 - 16:18:51,49.38552033333333,1.0709498333333334
2025/3/18 - 16:18:53,49.38553066666667,1.0709091666666666
2025/3/18 - 16:18:55,49.385534666666665,1.0708731666666667
2025/3/18 - 16:18:57,49.38555233333333,1.0708441666666666
2025/3/18 - 16:18:59,49.38556783333333,1.070833
2025/3/18 - 16:19:1,49.38557083333333,1.0708298333333333
2025/3/18 - 16:19:3,49.38558466666667,1.0708298333333333
2025/3/18 - 16:19:5,49.38561166666667,1.0708298333333333
2025/3/18 - 16:19:7,49.38564383333333,1.0708281666666666
2025/3/18 - 16:19:9,49.38567283333333,1.0708296666666666
2025/3/18 - 16:19:11,49.3856955,1.0708306666666667
2025/3/18 - 16:19:13,49.38570766666667,1.0708328333333332
2025/3/18 - 16:19:15,49.38572683333333,1.0708395
2025/3/18 - 16:19:17,49.38575316666667,1.0708493333333333
2025/3/18 - 16:19:19,49.385785,1.0708575
2025/3/18 - 16:19:21,49.385810166666666,1.0708671666666667
2025/3/18 - 16:19:23,49.38583583333333,1.0708763333333333
2025/3/18 - 16:19:25,49.3858475,1.0708776666666666
2025/3/18 - 16:19:27,49.38585233333333,1.0708766666666667
2025/3/18 - 16:19:29,49.38585466666667,1.0708761666666666
