Timestamp,Latitude,Longitude,Altitude
2025-3-18T17:5:43,49.38429033333333,1.067984,16.3
2025-3-18T17:5:45,49.38428916666667,1.067984,16.89
2025-3-18T17:5:47,49.38428783333333,1.067984,17.5
2025-3-18T17:5:49,49.38428666666667,1.0679841666666667,18.0
2025-3-18T17:5:51,49.384286,1.067984,18.39
2025-3-18T17:5:55,49.38428533333333,1.067984,19.1
2025-3-18T17:5:57,49.38428483333333,1.0679845,19.5
2025-3-18T17:5:59,49.38428483333333,1.0679845,19.69
2025-3-18T17:6:1,49.38428483333333,1.0679841666666667,20.0
2025-3-18T17:6:3,49.38428483333333,1.0679841666666667,20.39
2025-3-18T17:6:5,49.38428483333333,1.067984,20.8
2025-3-18T17:6:7,49.38428483333333,1.0679846666666666,21.19
2025-3-18T17:6:9,49.3842845,1.0679848333333333,21.6
2025-3-18T17:6:11,49.38428366666667,1.0679851666666667,22.0
2025-3-18T17:6:13,49.3842835,1.0679846666666666,22.39
2025-3-18T17:6:15,49.384282999999996,1.0679846666666666,22.69
2025-3-18T17:6:17,49.384282666666664,1.0679841666666667,23.1
2025-3-18T17:6:19,49.384282666666664,1.067984,23.5
2025-3-18T17:6:21,49.384282666666664,1.067984,24.0
2025-3-18T17:6:23,49.384282666666664,1.0679838333333334,24.39
2025-3-18T17:6:25,49.384282999999996,1.0679835,24.8
2025-3-18T17:6:27,49.384282999999996,1.0679833333333333,25.19
2025-3-18T17:6:35,49.384275333333335,1.067983,27.39
2025-3-18T17:6:37,49.3842745,1.0679818333333333,257.55
2025-3-18T17:6:39,49.38427466666666,1.0679818333333333,28.1
2025-3-18T17:6:41,49.384274166666664,1.067982,28.5
2025-3-18T17:6:43,49.3842735,1.0679816666666666,28.8
2025-3-18T17:6:45,49.38427333333333,1.0679831666666666,29.19
2025-3-18T17:6:47,49.38427333333333,1.0679841666666667,29.5
2025-3-18T17:6:49,49.38427333333333,1.0679846666666666,29.8
2025-3-18T17:6:51,49.384272333333335,1.0679846666666666,30.1
2025-3-18T17:6:53,49.384271166666664,1.067984,30.5
2025-3-18T17:6:55,49.384270666666666,1.0679833333333333,30.8
2025-3-18T17:6:57,49.3842705,1.0679833333333333,31.0
2025-3-18T17:6:59,49.3842705,1.067984,31.3
2025-3-18T17:7:1,49.384271166666664,1.0679853333333333,31.6
2025-3-18T17:7:3,49.38427166666666,1.0679861666666666,31.89
